REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2019,BIRTHS2019,DEATHS2019,RDEATH2019
3,5,45,85,South Carolina,Sumter County,106721,1343,1075,10.087739877
3,5,45,87,South Carolina,Union County,27316,294,378,13.83601757
3,5,45,89,South Carolina,Williamsburg County,30368,302,394,12.923541181
3,5,45,91,South Carolina,York County,280979,2965,2227,8.0286826219
2,4,46,0,South Dakota,South Dakota,884659,11911,7337,8.3216274413
2,4,46,3,South Dakota,Aurora County,2751,39,24,8.6705202312
2,4,46,5,South Dakota,Beadle County,18453,285,182,9.8709187547
2,4,46,7,South Dakota,Bennett County,3365,56,33,9.6519450132
2,4,46,9,South Dakota,Bon Homme County,6901,69,62,8.9783505901
2,4,46,11,South Dakota,Brookings County,35077,443,204,5.8157767198
2,4,46,13,South Dakota,Brown County,38839,501,353,9.0531391055
2,4,46,15,South Dakota,Brule County,5297,69,41,7.7894936829
2,4,46,17,South Dakota,Buffalo County,1962,35,37,18.551015292
2,4,46,19,South Dakota,Butte County,10429,135,98,9.476839764
2,4,46,21,South Dakota,Campbell County,1376,12,6,4.3763676149
2,4,46,23,South Dakota,Charles Mix County,9292,157,106,11.383772754
2,4,46,25,South Dakota,Clark County,3736,64,30,8.0407397481
2,4,46,27,South Dakota,Clay County,14070,131,80,5.7034898228
2,4,46,29,South Dakota,Codington County,28009,316,235,8.3865672174
2,4,46,31,South Dakota,Corson County,4086,91,58,14.03678606
2,4,46,33,South Dakota,Custer County,8972,68,89,10.008996851
2,4,46,35,South Dakota,Davison County,19775,244,199,10.060921661
2,4,46,37,South Dakota,Day County,5424,67,84,15.369133657
2,4,46,39,South Dakota,Deuel County,4351,56,44,10.11145582
2,4,46,41,South Dakota,Dewey County,5892,137,71,12.016586274
2,4,46,43,South Dakota,Douglas County,2921,41,32,10.945784163
2,4,46,45,South Dakota,Edmunds County,3829,36,41,10.656270305
2,4,46,47,South Dakota,Fall River County,6713,46,100,14.866572512
2,4,46,49,South Dakota,Faulk County,2299,35,20,8.6692674469
2,4,46,51,South Dakota,Grant County,7052,82,70,9.8904980572
2,4,46,53,South Dakota,Gregory County,4185,49,53,12.658227848
2,4,46,55,South Dakota,Haakon County,1899,20,11,5.7879505393
2,4,46,57,South Dakota,Hamlin County,6164,119,55,8.991335622
2,4,46,59,South Dakota,Hand County,3191,37,28,8.7078214897
2,4,46,61,South Dakota,Hanson County,3453,37,9,2.6404576793
2,4,46,63,South Dakota,Harding County,1298,16,6,4.7058823529
2,4,46,65,South Dakota,Hughes County,17526,228,161,9.145388963
2,4,46,67,South Dakota,Hutchinson County,7291,109,94,12.879358772
2,4,46,69,South Dakota,Hyde County,1301,18,9,6.99844479
2,4,46,71,South Dakota,Jackson County,3344,83,20,6.0404711568
2,4,46,73,South Dakota,Jerauld County,2013,20,20,9.9034414459
2,4,46,75,South Dakota,Jones County,903,12,8,8.73839432
2,4,46,77,South Dakota,Kingsbury County,4939,66,50,10.13684744
2,4,46,79,South Dakota,Lake County,12797,129,113,8.742070246
2,4,46,81,South Dakota,Lawrence County,25844,224,233,9.0360861725
2,4,46,83,South Dakota,Lincoln County,61128,866,252,4.2026967304
2,4,46,85,South Dakota,Lyman County,3781,65,25,6.5919578115
2,4,46,87,South Dakota,McCook County,5586,90,65,11.62063109
2,4,46,89,South Dakota,McPherson County,2379,19,20,8.3682008368
2,4,46,91,South Dakota,Marshall County,4935,73,41,8.3198051948
2,4,46,93,South Dakota,Meade County,28332,257,207,7.322767794
2,4,46,95,South Dakota,Mellette County,2061,36,26,12.698412698
2,4,46,97,South Dakota,Miner County,2216,27,21,9.5022624434
2,4,46,99,South Dakota,Minnehaha County,193134,2873,1415,7.367374247
2,4,46,101,South Dakota,Moody County,6576,82,55,8.4110720294
2,4,46,102,South Dakota,Oglala Lakota County,14177,284,172,12.06678827
2,4,46,103,South Dakota,Pennington County,113775,1495,920,8.1515117953
2,4,46,105,South Dakota,Perkins County,2865,34,21,7.2752468387
2,4,46,107,South Dakota,Potter County,2153,21,26,11.929341592
2,4,46,109,South Dakota,Roberts County,10394,167,111,10.688493019
2,4,46,111,South Dakota,Sanborn County,2344,33,17,7.1729957806
2,4,46,115,South Dakota,Spink County,6376,81,69,10.730948678
2,4,46,117,South Dakota,Stanley County,3098,37,7,2.2894521668
2,4,46,119,South Dakota,Sully County,1391,16,11,7.9479768786
2,4,46,121,South Dakota,Todd County,10177,238,131,12.829301733
2,4,46,123,South Dakota,Tripp County,5441,86,56,10.245151848
2,4,46,125,South Dakota,Turner County,8384,102,91,10.829465667
2,4,46,127,South Dakota,Union County,15932,185,112,7.1106596407
2,4,46,129,South Dakota,Walworth County,5435,78,65,11.913489736
2,4,46,135,South Dakota,Yankton County,22814,261,207,9.0843262458
2,4,46,137,South Dakota,Ziebach County,2756,23,25,9.0909090909
3,6,47,0,Tennessee,Tennessee,6829174,80239,67977,9.9960259705
3,6,47,1,Tennessee,Anderson County,76978,792,932,12.161941735
3,6,47,3,Tennessee,Bedford County,49713,678,482,9.7512618983
3,6,47,5,Tennessee,Benton County,16160,166,259,15.984694192
3,6,47,7,Tennessee,Bledsoe County,15064,116,154,10.284836545
3,6,47,9,Tennessee,Blount County,133088,1255,1414,10.695146718
3,6,47,11,Tennessee,Bradley County,108110,1240,1113,10.34578918
3,6,47,13,Tennessee,Campbell County,39842,438,581,14.591207605
3,6,47,15,Tennessee,Cannon County,14678,180,155,10.6463356
3,6,47,17,Tennessee,Carroll County,27767,296,394,14.136557712
3,6,47,19,Tennessee,Carter County,56391,473,760,13.474221686
3,6,47,21,Tennessee,Cheatham County,40667,451,403,9.9298993458
3,6,47,23,Tennessee,Chester County,17297,181,159,9.2061837763
3,6,47,25,Tennessee,Claiborne County,31959,333,427,13.383691956
3,6,47,27,Tennessee,Clay County,7615,64,101,13.209521318
3,6,47,29,Tennessee,Cocke County,36004,361,496,13.804235897
3,6,47,31,Tennessee,Coffee County,56520,700,658,11.708497558
3,6,47,33,Tennessee,Crockett County,14230,148,180,12.620065905
3,6,47,35,Tennessee,Cumberland County,60520,512,843,14.019857307
3,6,47,37,Tennessee,Davidson County,694144,9985,5565,8.0380743287
3,6,47,39,Tennessee,Decatur County,11663,108,159,13.611848301
3,6,47,41,Tennessee,DeKalb County,20490,219,226,11.126701622
3,6,47,43,Tennessee,Dickson County,53948,630,526,9.7957055329
3,6,47,45,Tennessee,Dyer County,37159,445,458,12.304385788
3,6,47,47,Tennessee,Fayette County,41133,414,435,10.650148735
3,6,47,49,Tennessee,Fentress County,18523,184,260,14.113176822
3,6,47,51,Tennessee,Franklin County,42208,413,456,10.838691276
3,6,47,53,Tennessee,Gibson County,49133,579,654,13.305664063
3,6,47,55,Tennessee,Giles County,29464,301,371,12.595484638
3,6,47,57,Tennessee,Grainger County,23320,222,296,12.742966614
3,6,47,59,Tennessee,Greene County,69069,665,908,13.137239299
3,6,47,61,Tennessee,Grundy County,13427,158,177,13.221288515
3,6,47,63,Tennessee,Hamblen County,64934,780,724,11.176030194
3,6,47,65,Tennessee,Hamilton County,367804,4213,3718,10.157123988
3,6,47,67,Tennessee,Hancock County,6620,68,93,14.111220696
3,6,47,69,Tennessee,Hardeman County,25050,218,289,11.485117037
3,6,47,71,Tennessee,Hardin County,25652,237,356,13.866978284
3,6,47,73,Tennessee,Hawkins County,56786,511,731,12.881170759
3,6,47,75,Tennessee,Haywood County,17304,189,233,13.448385328
3,6,47,77,Tennessee,Henderson County,28117,305,309,11.016042781
3,6,47,79,Tennessee,Henry County,32345,300,481,14.872992069
3,6,47,81,Tennessee,Hickman County,25178,255,283,11.2782704
3,6,47,83,Tennessee,Houston County,8201,80,93,11.317310618
3,6,47,85,Tennessee,Humphreys County,18582,230,254,13.680553685
3,6,47,87,Tennessee,Jackson County,11786,94,163,13.83525018
3,6,47,89,Tennessee,Jefferson County,54495,473,668,12.312569696
3,6,47,91,Tennessee,Johnson County,17788,154,237,13.328834149
3,6,47,93,Tennessee,Knox County,470313,5154,4548,9.7120239683
3,6,47,95,Tennessee,Lake County,7016,57,92,12.757401373
3,6,47,97,Tennessee,Lauderdale County,25633,283,265,10.265349603
3,6,47,99,Tennessee,Lawrence County,44142,585,539,12.26212278
3,6,47,101,Tennessee,Lewis County,12268,141,142,11.667077479
3,6,47,103,Tennessee,Lincoln County,34366,386,433,12.63219313
3,6,47,105,Tennessee,Loudon County,54068,483,612,11.423238451
3,6,47,107,Tennessee,McMinn County,53794,591,656,12.24680295
3,6,47,109,Tennessee,McNairy County,25694,263,366,14.206971508
3,6,47,111,Tennessee,Macon County,24602,341,281,11.494958172
3,6,47,113,Tennessee,Madison County,97984,1193,985,10.072244065
3,6,47,115,Tennessee,Marion County,28907,325,358,12.451091209
3,6,47,117,Tennessee,Marshall County,34375,411,344,10.090787756
3,6,47,119,Tennessee,Maury County,96387,1244,937,9.8290150005
3,6,47,121,Tennessee,Meigs County,12422,133,154,12.460050973
3,6,47,123,Tennessee,Monroe County,46545,484,575,12.390372142
3,6,47,125,Tennessee,Montgomery County,208993,3490,1415,6.8307165011
3,6,47,127,Tennessee,Moore County,6488,59,50,7.7249903438
3,6,47,129,Tennessee,Morgan County,21403,199,229,10.66679088
3,6,47,131,Tennessee,Obion County,30069,328,417,13.820990007
3,6,47,133,Tennessee,Overton County,22241,233,314,14.173192805
3,6,47,135,Tennessee,Perry County,8076,102,104,12.898424904
3,6,47,137,Tennessee,Pickett County,5048,35,67,13.266013266
3,6,47,139,Tennessee,Polk County,16832,166,235,13.925925926
3,6,47,141,Tennessee,Putnam County,80245,879,781,9.8315667565
3,6,47,143,Tennessee,Rhea County,33167,388,405,12.258240262
3,6,47,145,Tennessee,Roane County,53382,473,725,13.597149287
3,6,47,147,Tennessee,Robertson County,71813,869,664,9.2872328522
3,6,47,149,Tennessee,Rutherford County,332285,4109,2071,6.3050665822
3,6,47,151,Tennessee,Scott County,22068,257,287,13.017053701
3,6,47,153,Tennessee,Sequatchie County,15026,166,168,11.231072634
3,6,47,155,Tennessee,Sevier County,98250,1025,1063,10.838920187
3,6,47,157,Tennessee,Shelby County,937166,12894,8484,9.0566956191
3,6,47,159,Tennessee,Smith County,20157,223,232,11.560693642
3,6,47,161,Tennessee,Stewart County,13715,136,174,12.731396795
3,6,47,163,Tennessee,Sullivan County,158348,1517,1967,12.451455466
3,6,47,165,Tennessee,Sumner County,191283,2173,1701,8.9816327985
3,6,47,167,Tennessee,Tipton County,61599,660,605,9.8234219606
3,6,47,169,Tennessee,Trousdale County,11284,111,95,8.5136891159
3,6,47,171,Tennessee,Unicoi County,17883,173,281,15.740092424
3,6,47,173,Tennessee,Union County,19972,201,214,10.791457603
3,6,47,175,Tennessee,Van Buren County,5872,69,55,9.4542329179
3,6,47,177,Tennessee,Warren County,41277,473,471,11.473393177
3,6,47,179,Tennessee,Washington County,129375,1223,1365,10.579919081
3,6,47,181,Tennessee,Wayne County,16673,125,197,11.828990032
3,6,47,183,Tennessee,Weakley County,33328,311,359,10.758004825
3,6,47,185,Tennessee,White County,27345,292,369,13.558450148
3,6,47,187,Tennessee,Williamson County,238412,2357,1325,5.6336231638
3,6,47,189,Tennessee,Wilson County,144657,1635,1167,8.1719541614
3,7,48,0,Texas,Texas,28995881,378664,202786,7.0381811418
3,7,48,1,Texas,Anderson County,57735,588,754,13.032694086
3,7,48,3,Texas,Andrews County,18705,286,189,10.295239133
3,7,48,5,Texas,Angelina County,86715,1071,997,11.491139605
3,7,48,7,Texas,Aransas County,23510,193,365,15.546469035
3,7,48,9,Texas,Archer County,8553,70,144,16.692749087
3,7,48,11,Texas,Armstrong County,1887,19,20,10.621348911
3,7,48,13,Texas,Atascosa County,51153,710,435,8.5735402809
3,7,48,15,Texas,Austin County,30032,328,274,9.1337900228
3,7,48,17,Texas,Bailey County,7000,124,39,5.5654655726
3,7,48,19,Texas,Bandera County,23112,185,239,10.413035901
3,7,48,21,Texas,Bastrop County,88723,1093,727,8.2935009526
3,7,48,23,Texas,Baylor County,3509,32,47,13.273086699
3,7,48,25,Texas,Bee County,32565,318,234,7.1964571288
3,7,48,27,Texas,Bell County,362924,5940,2304,6.4149593288
3,7,48,29,Texas,Bexar County,2003554,26736,14216,7.135219077
3,7,48,31,Texas,Blanco County,11931,75,131,11.11158234
3,7,48,33,Texas,Borden County,654,5,5,7.6863950807
3,7,48,35,Texas,Bosque County,18685,182,250,13.399796323
3,7,48,37,Texas,Bowie County,93245,1117,1046,11.191175448
3,7,48,39,Texas,Brazoria County,374264,4681,2498,6.7227252604
3,7,48,41,Texas,Brazos County,229211,2621,1142,5.0198684812
3,7,48,43,Texas,Brewster County,9203,87,70,7.5778078484
3,7,48,45,Texas,Briscoe County,1546,12,9,5.8862001308
3,7,48,47,Texas,Brooks County,7093,102,78,10.99210823
3,7,48,49,Texas,Brown County,37864,382,440,11.627292426
3,7,48,51,Texas,Burleson County,18443,209,218,11.854913263
3,7,48,53,Texas,Burnet County,48155,468,490,10.261887559
3,7,48,55,Texas,Caldwell County,43664,552,366,8.4307515117
3,7,48,57,Texas,Calhoun County,21290,262,218,10.18834416
3,7,48,59,Texas,Callahan County,13943,143,173,12.386782659
3,7,48,61,Texas,Cameron County,423163,6202,2788,6.596459017
3,7,48,63,Texas,Camp County,13094,178,131,10.047168002
3,7,48,65,Texas,Carson County,5926,43,55,9.2181345848
3,7,48,67,Texas,Cass County,30026,302,405,13.470365197
3,7,48,69,Texas,Castro County,7530,104,57,7.5406799841
3,7,48,71,Texas,Chambers County,43837,561,275,6.390593047
3,7,48,73,Texas,Cherokee County,52646,722,553,10.530625458
3,7,48,75,Texas,Childress County,7306,66,49,6.7026879146
3,7,48,77,Texas,Clay County,10471,75,122,11.664037478
3,7,48,79,Texas,Cochran County,2853,41,10,3.5186488388
3,7,48,81,Texas,Coke County,3387,35,46,13.645802433
3,7,48,83,Texas,Coleman County,8175,83,118,14.266715028
3,7,48,85,Texas,Collin County,1034730,11299,4956,4.8611182632
3,7,48,87,Texas,Collingsworth County,2920,29,34,11.600136472
3,7,48,89,Texas,Colorado County,21493,257,247,11.542595448
3,7,48,91,Texas,Comal County,156209,1589,1242,8.1616559882
3,7,48,93,Texas,Comanche County,13635,139,182,13.394664213
3,7,48,95,Texas,Concho County,2726,24,29,10.722869292
3,7,48,97,Texas,Cooke County,41257,530,417,10.200462323
3,7,48,99,Texas,Coryell County,75951,895,468,6.2113449951
3,7,48,101,Texas,Cottle County,1398,13,12,8.6330935252
3,7,48,103,Texas,Crane County,4797,59,23,4.8157453936
3,7,48,105,Texas,Crockett County,3464,31,23,6.6637693756
3,7,48,107,Texas,Crosby County,5737,61,62,10.781671159
3,7,48,109,Texas,Culberson County,2171,26,14,6.4146620848
3,7,48,111,Texas,Dallam County,7287,151,25,3.4270047978
3,7,48,113,Texas,Dallas County,2635516,38374,17047,6.4757583574
3,7,48,115,Texas,Dawson County,12728,181,127,10.026447716
3,7,48,117,Texas,Deaf Smith County,18546,320,159,8.535308801
3,7,48,119,Texas,Delta County,5331,65,61,11.441432993
3,7,48,121,Texas,Denton County,887207,9893,4243,4.8603967587
3,7,48,123,Texas,DeWitt County,20160,229,232,11.523369592
3,7,48,125,Texas,Dickens County,2211,16,20,9.0313840596
3,7,48,127,Texas,Dimmit County,10124,124,85,8.3665534721
3,7,48,129,Texas,Donley County,3278,33,39,11.830729562
3,7,48,131,Texas,Duval County,11157,142,124,11.119081779
3,7,48,133,Texas,Eastland County,18360,187,245,13.359142834
3,7,48,135,Texas,Ector County,166223,2915,1228,7.4836295603
3,7,48,137,Texas,Edwards County,1932,18,15,7.8125
3,7,48,139,Texas,Ellis County,184826,2272,1342,7.3770311572
3,7,48,141,Texas,El Paso County,839238,11617,5552,6.6250492971
3,7,48,143,Texas,Erath County,42698,480,335,7.8896857079
3,7,48,145,Texas,Falls County,17297,186,166,9.6153846154
3,7,48,147,Texas,Fannin County,35514,321,437,12.362268207
3,7,48,149,Texas,Fayette County,25346,237,291,11.496523388
3,7,48,151,Texas,Fisher County,3830,36,45,11.763168213
3,7,48,153,Texas,Floyd County,5712,70,52,9.0474119182
3,7,48,155,Texas,Foard County,1155,6,12,10.230179028
3,7,48,157,Texas,Fort Bend County,811688,9532,3762,4.7031790215
3,7,48,159,Texas,Franklin County,10725,115,135,12.556387481
3,7,48,161,Texas,Freestone County,19717,219,223,11.289424391
3,7,48,163,Texas,Frio County,20306,251,158,7.7991953995
3,7,48,165,Texas,Gaines County,21492,430,121,5.7194176593
3,7,48,167,Texas,Galveston County,342139,3944,2935,8.6323910253
3,7,48,169,Texas,Garza County,6229,52,34,5.452212957
3,7,48,171,Texas,Gillespie County,26988,248,373,13.894579996
3,7,48,173,Texas,Glasscock County,1409,16,8,5.7142857143
3,7,48,175,Texas,Goliad County,7658,72,62,8.1332808606
3,7,48,177,Texas,Gonzales County,20837,272,198,9.5151136527
3,7,48,179,Texas,Gray County,21886,259,254,11.562009241
3,7,48,181,Texas,Grayson County,136212,1630,1494,11.066707654
3,7,48,183,Texas,Gregg County,123945,1625,1307,10.574604767
3,7,48,185,Texas,Grimes County,28880,306,246,8.6057616624
3,7,48,187,Texas,Guadalupe County,166847,1840,1158,7.0155669251
3,7,48,189,Texas,Hale County,33406,427,299,8.9204469174
3,7,48,191,Texas,Hall County,2964,24,27,9.0165303056
3,7,48,193,Texas,Hamilton County,8461,91,116,13.697012634
3,7,48,195,Texas,Hansford County,5399,74,35,6.4403348974
3,7,48,197,Texas,Hardeman County,3933,31,40,10.175527856
3,7,48,199,Texas,Hardin County,57602,661,595,10.374077012
3,7,48,201,Texas,Harris County,4713325,66937,28172,5.9982732502
3,7,48,203,Texas,Harrison County,66553,725,701,10.53050617
3,7,48,205,Texas,Hartley County,5576,64,25,4.469473496
3,7,48,207,Texas,Haskell County,5658,42,66,11.622787708
3,7,48,209,Texas,Hays County,230191,2638,1147,5.0651693431
3,7,48,211,Texas,Hemphill County,3819,43,20,5.2192066806
3,7,48,213,Texas,Henderson County,82737,894,1105,13.406940063
3,7,48,215,Texas,Hidalgo County,868707,14054,4597,5.3113653629
3,7,48,217,Texas,Hill County,36649,404,427,11.728513747
3,7,48,219,Texas,Hockley County,23021,306,201,8.7406505479
3,7,48,221,Texas,Hood County,61643,627,736,12.08340174
3,7,48,223,Texas,Hopkins County,37084,444,386,10.457587169
3,7,48,225,Texas,Houston County,22968,209,300,13.033278304
3,7,48,227,Texas,Howard County,36664,438,349,9.6157820055
3,7,48,229,Texas,Hudspeth County,4886,37,17,3.5145751499
3,7,48,231,Texas,Hunt County,98594,1206,981,10.051229508
3,7,48,233,Texas,Hutchinson County,20938,256,215,10.224219512
3,7,48,235,Texas,Irion County,1536,15,11,7.2083879423
3,7,48,237,Texas,Jack County,8935,82,76,8.5585585586
3,7,48,239,Texas,Jackson County,14760,221,155,10.475096303
3,7,48,241,Texas,Jasper County,35529,422,430,12.062049426
3,7,48,243,Texas,Jeff Davis County,2274,15,18,7.9698915209
3,7,48,245,Texas,Jefferson County,251565,3323,2538,10.055487432
3,7,48,247,Texas,Jim Hogg County,5200,56,57,10.969976905
3,7,48,249,Texas,Jim Wells County,40482,510,407,10.019941407
3,7,48,251,Texas,Johnson County,175817,2155,1464,8.4395482766
3,7,48,253,Texas,Jones County,20083,156,156,7.8099576961
3,7,48,255,Texas,Karnes County,15601,165,157,10.044464349
3,7,48,257,Texas,Kaufman County,136154,1796,1056,7.9869002734
3,7,48,259,Texas,Kendall County,47431,403,392,8.4270266784
3,7,48,261,Texas,Kenedy County,404,6,0,0
3,7,48,263,Texas,Kent County,762,4,6,8.064516129
3,7,48,265,Texas,Kerr County,52600,530,747,14.226539066
3,7,48,267,Texas,Kimble County,4337,48,66,15.216138329
3,7,48,269,Texas,King County,272,4,0,0
3,7,48,271,Texas,Kinney County,3667,37,40,10.871042261
3,7,48,273,Texas,Kleberg County,30680,402,245,7.9801960848
3,7,48,275,Texas,Knox County,3664,41,37,10.101010101
3,7,48,277,Texas,Lamar County,49859,619,661,13.27469173
3,7,48,279,Texas,Lamb County,12893,167,141,10.847822742
3,7,48,281,Texas,Lampasas County,21428,204,210,9.8679573328
3,7,48,283,Texas,La Salle County,7520,92,41,5.4619329914
3,7,48,285,Texas,Lavaca County,20154,224,241,11.969802324
3,7,48,287,Texas,Lee County,17239,208,164,9.5526561044
3,7,48,289,Texas,Leon County,17404,196,212,12.231710132
3,7,48,291,Texas,Liberty County,88219,1208,828,9.5160928853
3,7,48,293,Texas,Limestone County,23437,253,279,11.928174434
3,7,48,295,Texas,Lipscomb County,3233,38,34,10.342205323
3,7,48,297,Texas,Live Oak County,12207,129,106,8.7045781154
3,7,48,299,Texas,Llano County,21795,161,348,16.038714138
3,7,48,301,Texas,Loving County,169,1,0,0
3,7,48,303,Texas,Lubbock County,310569,3936,2609,8.4406887136
3,7,48,305,Texas,Lynn County,5951,71,43,7.2887532842
3,7,48,307,Texas,McCulloch County,7984,86,108,13.528748591
3,7,48,309,Texas,McLennan County,256623,3460,2231,8.734992238
3,7,48,311,Texas,McMullen County,743,6,6,8.1411126187
3,7,48,313,Texas,Madison County,14284,170,138,9.6345167033
3,7,48,315,Texas,Marion County,9854,70,138,13.961252466
3,7,48,317,Texas,Martin County,5771,86,50,8.7320991966
3,7,48,319,Texas,Mason County,4274,34,41,9.6097503809
3,7,48,321,Texas,Matagorda County,36643,520,371,10.13536587
3,7,48,323,Texas,Maverick County,58722,1042,393,6.7180635566
3,7,48,325,Texas,Medina County,51584,595,454,8.8632059817
3,7,48,327,Texas,Menard County,2138,16,26,12.212306247
3,7,48,329,Texas,Midland County,176832,2998,1140,6.5266490523
3,7,48,331,Texas,Milam County,24823,268,285,11.430175664
3,7,48,333,Texas,Mills County,4873,30,71,14.555145551
3,7,48,335,Texas,Mitchell County,8545,100,64,7.4985354423
3,7,48,337,Texas,Montague County,19818,204,258,13.09578194
3,7,48,339,Texas,Montgomery County,607391,7387,4165,6.9581284389
3,7,48,341,Texas,Moore County,20940,369,130,6.1870880232
3,7,48,343,Texas,Morris County,12388,141,153,12.393179701
3,7,48,345,Texas,Motley County,1200,12,15,12.335526316
3,7,48,347,Texas,Nacogdoches County,65204,770,604,9.2662907989
3,7,48,349,Texas,Navarro County,50113,678,537,10.777830184
3,7,48,351,Texas,Newton County,13595,112,176,12.872083669
3,7,48,353,Texas,Nolan County,14714,187,173,11.723647206
3,7,48,355,Texas,Nueces County,362294,4467,2976,8.2173624917
3,7,48,357,Texas,Ochiltree County,9836,139,64,6.4968023551
3,7,48,359,Texas,Oldham County,2112,24,12,5.6737588652
3,7,48,361,Texas,Orange County,83396,1014,940,11.266255169
3,7,48,363,Texas,Palo Pinto County,29189,352,343,11.814752941
3,7,48,365,Texas,Panola County,23194,254,267,11.524516575
3,7,48,367,Texas,Parker County,142878,1548,1152,8.2008058431
3,7,48,369,Texas,Parmer County,9605,137,52,5.3819085076
3,7,48,371,Texas,Pecos County,15823,189,99,6.2793352784
3,7,48,373,Texas,Polk County,51353,495,641,12.654479409
3,7,48,375,Texas,Potter County,117415,1641,1135,9.6135114303
3,7,48,377,Texas,Presidio County,6704,95,46,6.784660767
3,7,48,379,Texas,Rains County,12514,143,138,11.191760269
3,7,48,381,Texas,Randall County,137713,1587,1102,8.0613304853
3,7,48,383,Texas,Reagan County,3849,57,17,4.4825313118
3,7,48,385,Texas,Real County,3452,32,53,15.298022803
3,7,48,387,Texas,Red River County,12023,120,178,14.731440867
3,7,48,389,Texas,Reeves County,15976,186,106,6.7325097653
3,7,48,391,Texas,Refugio County,6948,66,51,7.312876398
3,7,48,393,Texas,Roberts County,854,8,9,10.273972603
3,7,48,395,Texas,Robertson County,17074,211,170,9.9145598227
3,7,48,397,Texas,Rockwall County,104915,1067,639,6.2201585702
3,7,48,399,Texas,Runnels County,10264,106,123,12.034047549
3,7,48,401,Texas,Rusk County,54406,562,557,10.247730137
3,7,48,403,Texas,Sabine County,10542,100,144,13.637655081
3,7,48,405,Texas,San Augustine County,8237,78,118,14.310836214
3,7,48,407,Texas,San Jacinto County,28859,298,315,10.942059191
3,7,48,409,Texas,San Patricio County,66730,915,584,8.755556555
3,7,48,411,Texas,San Saba County,6055,65,79,13.041683863
3,7,48,413,Texas,Schleicher County,2793,21,26,9.1662259827
3,7,48,415,Texas,Scurry County,16703,203,182,10.860808593
3,7,48,417,Texas,Shackelford County,3265,29,31,9.507744211
3,7,48,419,Texas,Shelby County,25274,340,296,11.703999526
3,7,48,421,Texas,Sherman County,3022,39,14,4.5729217704
3,7,48,423,Texas,Smith County,232751,2969,2177,9.4140540541
3,7,48,425,Texas,Somervell County,9128,85,105,11.565150347
3,7,48,427,Texas,Starr County,64633,1178,400,6.2072283174
3,7,48,429,Texas,Stephens County,9366,108,98,10.441638698
3,7,48,431,Texas,Sterling County,1291,12,18,13.87283237
3,7,48,433,Texas,Stonewall County,1350,10,14,10.362694301
3,7,48,435,Texas,Sutton County,3776,40,30,7.9702444208
3,7,48,437,Texas,Swisher County,7397,80,66,8.9128966914
3,7,48,439,Texas,Tarrant County,2102515,27512,13796,6.5947077423
3,7,48,441,Texas,Taylor County,138034,2062,1423,10.336761971
3,7,48,443,Texas,Terrell County,776,6,8,10.088272383
3,7,48,445,Texas,Terry County,12337,181,119,9.6430452575
3,7,48,447,Texas,Throckmorton County,1501,10,11,7.3211314476
3,7,48,449,Texas,Titus County,32750,473,264,8.0619302826
3,7,48,451,Texas,Tom Green County,119200,1498,1071,9.0298211741
3,7,48,453,Texas,Travis County,1273954,15147,6196,4.9164341094
3,7,48,455,Texas,Trinity County,14651,139,232,15.815126623
3,7,48,457,Texas,Tyler County,21672,187,268,12.384187057
3,7,48,459,Texas,Upshur County,41753,452,437,10.538754642
3,7,48,461,Texas,Upton County,3657,42,18,4.9355634768
3,7,48,463,Texas,Uvalde County,26741,378,253,9.4529965625
3,7,48,465,Texas,Val Verde County,49025,759,379,7.7336679828
3,7,48,467,Texas,Van Zandt County,56590,635,656,11.656419915
3,7,48,469,Texas,Victoria County,92084,1175,835,9.077961753
3,7,48,471,Texas,Walker County,72971,592,593,8.1173386628
3,7,48,473,Texas,Waller County,55246,683,336,6.1788558083
3,7,48,475,Texas,Ward County,11998,192,90,7.592694141
3,7,48,477,Texas,Washington County,35882,364,383,10.731597971
3,7,48,479,Texas,Webb County,276652,4735,1378,4.9948166997
3,7,48,481,Texas,Wharton County,41556,564,420,10.113780025
3,7,48,483,Texas,Wheeler County,5056,53,64,12.531819072
3,7,48,485,Texas,Wichita County,132230,1585,1363,10.324310608
3,7,48,487,Texas,Wilbarger County,12769,154,143,11.195490488
3,7,48,489,Texas,Willacy County,21358,252,183,8.549803775
3,7,48,491,Texas,Williamson County,590551,6685,3009,5.2013199495
3,7,48,493,Texas,Wilson County,51070,534,415,8.1962356566
3,7,48,495,Texas,Winkler County,8010,127,49,6.2072460096
3,7,48,497,Texas,Wise County,69984,789,635,9.1850608962
3,7,48,499,Texas,Wood County,45539,403,647,14.267442886
3,7,48,501,Texas,Yoakum County,8713,151,52,6.0105184072
3,7,48,503,Texas,Young County,18010,198,234,13.001444605
3,7,48,505,Texas,Zapata County,14179,214,110,7.7661677492
3,7,48,507,Texas,Zavala County,11840,153,104,8.7361921962
4,8,49,0,Utah,Utah,3205958,48642,17443,5.485644487
4,8,49,1,Utah,Beaver County,6710,112,58,8.6989126359
4,8,49,3,Utah,Box Elder County,56046,808,377,6.7957314875
4,8,49,5,Utah,Cache County,128289,2194,561,4.4053728273
4,8,49,7,Utah,Carbon County,20463,231,184,9.0426577551
4,8,49,9,Utah,Daggett County,950,6,1,1.0395010395
4,8,49,11,Utah,Davis County,355481,5406,1724,4.8798299419
